se_name	mesh_id	mesh_term	map_type	se_name_check	drug_count	check
Cellulitis	D002481	Cellulitis	MM_CUI	Cellulitis	132	TRUE
Dysarthria	D004401	Dysarthria	UMLS_MEDDRA	Dysarthria	131	TRUE
Oliguria	D009846	Oliguria	MM_CUI	Oliguria	131	TRUE
Breast pain	D059373	Mastodynia	UMLS_MEDDRA	Breast pain	130	TRUE
Dyskinesia	D020820	Dyskinesias	UMLS_MEDDRA	Dyskinesia	130	TRUE
Viral infection	D014777	Virus Diseases	UMLS_MEDDRA	Viral infection	130	TRUE
Disturbance in attention	D001288	Attention	MANUAL_CURATION	Disturbance in attention	129	TRUE
Endocrine disorder	D004700	Endocrine System Diseases	UMLS_MEDDRA	Endocrine disorder	129	TRUE
Eye irritation	D058447	Eye Pain	LOOKUP_WITH_REPLACEMENT	Eye irritation	128	TRUE
Ventricular extrasystoles	D018879	Ventricular Premature Complexes	MM_CUI	Ventricular extrasystoles	128	TRUE
Bone disorder	D001847	Bone Diseases	UMLS_MEDDRA	Bone disorder	127	TRUE
Accidental injury	D000081084	Accidental Injuries	MM_CUI	Accidental injury	126	TRUE
Rigors	D023341	Chills	MANUAL_CURATION	Rigors	125	TRUE
Amenorrhoea	D000568	Amenorrhea	UMLS_MEDDRA	Amenorrhoea	124	TRUE
Blood disorder	D006402	Hematologic Diseases	CUI_MATCH	Blood disorder	124	TRUE
Liver injury	D056486	Chemical and Drug Induced Liver Injury	MANUAL_CURATION	Liver injury	124	TRUE
Thinking abnormal				Thinking abnormal	124	TRUE
Dysphonia	D055154	Dysphonia	MM_CUI	Dysphonia	123	TRUE
Tenderness	D063806	Myalgia	MANUAL_CURATION	Tenderness	123	TRUE
Glycosuria	D006029	Glycosuria	UMLS_MEDDRA	Glycosuria	122	TRUE
Aggression	D000374	Aggression	UMLS_MEDDRA	Aggression	121	TRUE
Cardiovascular disorder	D002318	Cardiovascular Diseases	UMLS_MEDDRA	Cardiovascular disorder	121	TRUE
Petechiae	D011693	Purpura	LOOKUP_EXACT_UMLS_TERM	Petechiae	121	TRUE
Rhinorrhoea	D012220	Rhinitis	MANUAL_CURATION	Rhinorrhoea	121	TRUE
Sensory loss	D012678	Sensation Disorders	MANUAL_CURATION	Sensory loss	121	TRUE
Stinging	D010146	Pain	MANUAL_CURATION	Stinging	121	TRUE
Apnoea	D001049	Apnea	UMLS_MEDDRA	Apnoea	119	TRUE
Gamma-glutamyltransferase increased	D005723	gamma-Glutamyltransferase	LOOKUP_TRIMMED_UMLS_TERM	Gamma-glutamyltransferase increased	118	TRUE
Speech disorder	D013064	Speech Disorders	MM_CUI	Speech disorder	118	TRUE
Feeling hot	D019584	Hot Flashes	MANUAL_CURATION	Feeling hot	117	TRUE
Myocardial ischaemia	D017202	Myocardial Ischemia	MM_CUI	Myocardial ischaemia	117	TRUE
Vaginal haemorrhage	D014592	Uterine Hemorrhage	MANUAL_CURATION	Vaginal haemorrhage	117	TRUE
Haemoptysis	D006469	Hemoptysis	TERM_MATCH	Haemoptysis	116	TRUE
Herpes zoster	D006562	Herpes Zoster	UMLS_MEDDRA	Herpes zoster	116	TRUE
Pleural effusion	D010996	Pleural Effusion	CUI_MATCH	Pleural effusion	116	TRUE
Hepatotoxicity	D056486	Chemical and Drug Induced Liver Injury	MANUAL_CURATION	Hepatotoxicity	115	TRUE
Nephrolithiasis	D053040	Nephrolithiasis	UMLS_MEDDRA	Nephrolithiasis	115	TRUE
Numbness	D006987	Hypesthesia	LOOKUP_EXACT_UMLS_TERM	Numbness	115	TRUE
Tubulointerstitial nephritis	D009395	Nephritis, Interstitial	LOOKUP_EXACT_UMLS_TERM	Tubulointerstitial nephritis	115	TRUE
Ageusia	D000370	Ageusia	TERM_MATCH	Ageusia	114	TRUE
Fungal infection	D009181	Mycoses	UMLS_MEDDRA	Fungal infection	114	TRUE
Thrombosis	D013927	Thrombosis	UMLS_MEDDRA	Thrombosis	113	TRUE
Abscess	D000038	Abscess	MM_CUI	Abscess	112	TRUE
Delirium	D003693	Delirium	UMLS_MEDDRA	Delirium	112	TRUE
Glaucoma	D005901	Glaucoma	UMLS_MEDDRA	Glaucoma	111	TRUE
Menorrhagia	D008595	Menorrhagia	UMLS_MEDDRA	Menorrhagia	111	TRUE
Extrasystoles	D005117	Cardiac Complexes, Premature	MM_CUI	Extrasystoles	110	TRUE
Memory impairment	D008569	Memory Disorders	MANUAL_CURATION	Memory impairment	110	TRUE
Skin ulcer	D016523	Foot Ulcer	CUI_MATCH	Skin ulcer	110	TRUE
Mydriasis	D015878	Mydriasis	MM_CUI	Mydriasis	109	TRUE
Myopathy	D009135	Muscular Diseases	UMLS_MEDDRA	Myopathy	109	TRUE
Rash erythematous	D004890	Erythema	MANUAL_CURATION	Rash erythematous	109	TRUE
Rash pustular	D005076	Exanthema	REVERSE SUBSTRING MATCH	Rash pustular	108	TRUE
Coagulopathy	D001778	Blood Coagulation Disorders	UMLS_MEDDRA	Coagulopathy	107	TRUE
Extravasation	D019559	Capillary Leak Syndrome	MANUAL_CURATION	Extravasation	107	TRUE
Gingivitis	D005891	Gingivitis	TERM_MATCH	Gingivitis	107	TRUE
Hyperaesthesia	D006941	Hyperesthesia	MM_CUI	Hyperaesthesia	107	TRUE
Oropharyngeal discomfort	D002637	Chest Pain	REVERSE SUBSTRING MATCH	Oropharyngeal discomfort	107	TRUE
Dermatitis atopic	D003876	Dermatitis, Atopic	UMLS_MEDDRA	Dermatitis atopic	106	TRUE
Haemoglobin decreased	D006470	Hemorrhage	REVERSE SUBSTRING MATCH	Haemoglobin decreased	106	TRUE
Laryngeal pain	D010146	Pain	REVERSE SUBSTRING MATCH	Laryngeal pain	106	TRUE
Amblyopia	D000550	Amblyopia	UMLS_MEDDRA	Amblyopia	105	TRUE
Pharyngolaryngeal pain	D010146	Pain	REVERSE SUBSTRING MATCH	Pharyngolaryngeal pain	105	TRUE
Throat sore	D010612	Pharyngitis	LOOKUP_REARRANGED	Throat sore	105	TRUE
Cholestasis	D002779	Cholestasis	UMLS_MEDDRA	Cholestasis	104	TRUE
Influenza-like symptoms	D007251	Influenza, Human	MANUAL_CURATION	Influenza-like symptoms	103	TRUE
Laryngospasm	D007826	Laryngismus	TERM_MATCH	Laryngospasm	103	TRUE
Otitis media	D010033	Otitis Media	UMLS_MEDDRA	Otitis media	103	TRUE
Ventricular fibrillation	D014693	Ventricular Fibrillation	UMLS_MEDDRA	Ventricular fibrillation	103	TRUE
Burning sensation	D010146	Pain	MANUAL_CURATION	Burning sensation	102	TRUE
Extrapyramidal disorder	D001480	Basal Ganglia Diseases	LOOKUP_EXACT_UMLS_TERM	Extrapyramidal disorder	102	TRUE
Haematemesis	D006396	Hematemesis	MM_CUI	Haematemesis	102	TRUE
Haematoma	D006406	Hematoma	MM_CUI	Haematoma	102	TRUE
Metrorrhagia	D008796	Metrorrhagia	MM_CUI	Metrorrhagia	102	TRUE
Neuritis	D009443	Neuritis	MM_CUI	Neuritis	102	TRUE
Albuminuria	D000419	Albuminuria	UMLS_MEDDRA	Albuminuria	101	TRUE
Blister	D001768	Blister	UMLS_MEDDRA	Blister	101	TRUE
Hypercalcaemia	D006934	Hypercalcemia	UMLS_MEDDRA	Hypercalcaemia	101	TRUE
Tingling sensation	D006987	Hypesthesia	MANUAL_CURATION	Tingling sensation	101	TRUE
Tongue disorder	D014060	Tongue Diseases	MM_CUI	Tongue disorder	101	TRUE
Abdominal cramps	D015746	Abdominal Pain	MANUAL_CURATION	Abdominal cramps	100	TRUE
Ileus	D045823	Ileus	UMLS_MEDDRA	Ileus	100	TRUE
Nephritis interstitial	D009395	Nephritis, Interstitial	UMLS_MEDDRA	Nephritis interstitial	100	TRUE
Scotoma	D012607	Scotoma	MM_CUI	Scotoma	100	TRUE
Ventricular arrhythmia	D001145	Arrhythmias, Cardiac	REVERSE SUBSTRING MATCH	Ventricular arrhythmia	100	TRUE
Cyanosis	D003490	Cyanosis	UMLS_MEDDRA	Cyanosis	99	TRUE
Necrosis	D009336	Necrosis	MM_CUI	Necrosis	99	TRUE
Stupor	D053608	Stupor	MM_CUI	Stupor	99	TRUE
Hepatomegaly	D006529	Hepatomegaly	TERM_MATCH	Hepatomegaly	98	TRUE
Interstitial lung disease	D017563	Lung Diseases, Interstitial	UMLS_MEDDRA	Interstitial lung disease	98	TRUE
Peptic ulcer	D010437	Peptic Ulcer	UMLS_MEDDRA	Peptic ulcer	98	TRUE
Transaminases increased	D000637	Transaminases	LOOKUP_TRIMMED_UMLS_TERM	Transaminases increased	98	TRUE
Blood creatine phosphokinase increased	D003402	Creatine Kinase	REVERSE SUBSTRING MATCH	Blood creatine phosphokinase increased	97	TRUE
Delusion	D003702	Delusions	MM_CUI	Delusion	97	TRUE
Embolism	D004617	Embolism	MM_CUI	Embolism	97	TRUE
Laryngitis	D007827	Laryngitis	MM_CUI	Laryngitis	97	TRUE
Neuralgia	D009437	Neuralgia	UMLS_MEDDRA	Neuralgia	97	TRUE
Nystagmus	D009759	Nystagmus, Pathologic	CUI_MATCH	Nystagmus	97	TRUE
Blood triglycerides increased	D015228	Hypertriglyceridemia	MANUAL_CURATION	Blood triglycerides increased	96	TRUE
Deep vein thrombosis	D020246	Venous Thrombosis	LOOKUP_EXACT_UMLS_TERM	Deep vein thrombosis	96	TRUE
Mania	D001714	Bipolar Disorder	LOOKUP_EXACT_UMLS_TERM	Mania	96	TRUE
Oral candidiasis	D002180	Candidiasis, Oral	CUI_MATCH	Oral candidiasis	96	TRUE
Paralysis	D010243	Paralysis	UMLS_MEDDRA	Paralysis	96	TRUE
Redness	D005483	Flushing	MANUAL_CURATION	Redness	96	TRUE
Digestion impaired	D004065	Digestive System Abnormalities	MANUAL_CURATION	Digestion impaired	94	TRUE
Liver disorder	D008107	Liver Diseases	UMLS_MEDDRA	Liver disorder	94	TRUE
Optic neuritis	D009902	Optic Neuritis	UMLS_MEDDRA	Optic neuritis	94	TRUE
Cyst	D003560	Cysts	CUI_MATCH	Cyst	93	TRUE
Pulmonary function test decreased	D012129	Respiratory Function Tests	LOOKUP_TRIMMED_UMLS_TERM	Pulmonary function test decreased	93	TRUE
Hyperventilation	D006985	Hyperventilation	UMLS_MEDDRA	Hyperventilation	92	TRUE
Intestinal obstruction	D007415	Intestinal Obstruction	MM_CUI	Intestinal obstruction	92	TRUE
Menstrual disorder	D008599	Menstruation Disturbances	UMLS_MEDDRA	Menstrual disorder	92	TRUE
Respiratory depression	D012131	Respiratory Insufficiency	LOOKUP_EXACT_UMLS_TERM	Respiratory depression	92	TRUE
Seborrhoeic dermatitis	D012628	Dermatitis, Seborrheic	UMLS_MEDDRA	Seborrhoeic dermatitis	92	TRUE
Folliculitis	D005499	Folliculitis	UMLS_MEDDRA	Folliculitis	91	TRUE
Hyperlipidaemia	D006949	Hyperlipidemias	CUI_MATCH	Hyperlipidaemia	91	TRUE
Laryngeal oedema	D007819	Laryngeal Edema	MM_CUI	Laryngeal oedema	91	TRUE
Suicidal ideation	D059020	Suicidal Ideation	CUI_MATCH	Suicidal ideation	91	TRUE
Torsade de pointes	D016171	Torsades de Pointes	UMLS_MEDDRA	Torsade de pointes	91	TRUE
Heartburn	D006356	Heartburn	MM_CUI	Heartburn	90	TRUE
Hypothyroidism	D007037	Hypothyroidism	UMLS_MEDDRA	Hypothyroidism	90	TRUE
Parosmia	D000857	Dysosmia	MANUAL_CURATION	Parosmia	90	TRUE
Bone marrow depression	D003863	Depression	REVERSE SUBSTRING MATCH	Bone marrow depression	89	TRUE
Breast enlargement	C536821	Gigantomastia	LOOKUP_EXACT_MEDDRA_TERM	Breast enlargement	89	TRUE
Flat affect	D000339	Affect	REVERSE SUBSTRING MATCH	Flat affect	89	TRUE
Paranoia	D010259	Paranoid Disorders	MM_CUI	Paranoia	89	TRUE
Respiratory distress	D012128	Respiratory Distress Syndrome, Adult	MANUAL_CURATION	Respiratory distress	89	TRUE
Serum creatinine increased	D003404	Creatinine	REVERSE SUBSTRING MATCH	Serum creatinine increased	89	TRUE
Sneezing	D012912	Sneezing	UMLS_MEDDRA	Sneezing	89	TRUE
Apathy	D057565	Apathy	MM_CUI	Apathy	88	TRUE
Depersonalisation	D003861	Depersonalization	MM_CUI	Depersonalisation	88	TRUE
Upset stomach	D009325	Nausea	MANUAL_CURATION	Upset stomach	88	TRUE
Calculus of kidney	D007669	Kidney Calculi	UMLS_MEDDRA	Calculus of kidney	87	TRUE
Cholelithiasis	D002769	Cholelithiasis	UMLS_MEDDRA	Cholelithiasis	87	TRUE
Hirsutism	D006628	Hirsutism	UMLS_MEDDRA	Hirsutism	87	TRUE
Toothache	D014098	Toothache	MM_CUI	Toothache	87	TRUE
Aphasia	D001037	Aphasia	MM_CUI	Aphasia	86	TRUE
Hypomagnesaemia				Hypomagnesaemia	86	TRUE
Hypoxia	D007040	Hypoventilation	UMLS	Hypoxia	86	TRUE
Keratitis	D007634	Keratitis	UMLS_MEDDRA	Keratitis	86	TRUE
Nail disorder	D009260	Nail Diseases	UMLS_MEDDRA	Nail disorder	86	TRUE
Tooth disorder	D014076	Tooth Diseases	UMLS_MEDDRA	Tooth disorder	86	TRUE
Vaginal discharge	D019522	Vaginal Discharge	MM_CUI	Vaginal discharge	86	TRUE
Electrocardiogram abnormal	D001145	Arrhythmias, Cardiac	MANUAL_CURATION	Electrocardiogram abnormal	85	TRUE
Electrocardiogram QT prolonged	D008133	Long QT Syndrome	LOOKUP_EXACT_UMLS_TERM	Electrocardiogram QT prolonged	85	TRUE
Febrile neutropenia	D064147	Febrile Neutropenia	MM_CUI	Febrile neutropenia	85	TRUE
Galactorrhoea	C535402	Galactorrhea-Hyperprolactinemia	MANUAL_CURATION	Galactorrhoea	85	TRUE
Osteoporosis	D010024	Osteoporosis	UMLS_MEDDRA	Osteoporosis	85	TRUE
Thrombocytosis	D013922	Thrombocytosis	UMLS_MEDDRA	Thrombocytosis	85	TRUE
Haemorrhoids	D006484	Hemorrhoids	MM_CUI	Haemorrhoids	84	TRUE
Hypokinesia	D018476	Hypokinesia	MM_CUI	Hypokinesia	84	TRUE
Polyp	D011127	Polyps	TERM_MATCH	Polyp	84	TRUE
Blood lactate dehydrogenase increased				Blood lactate dehydrogenase increased	83	TRUE
Eruption	D003875	Drug Eruptions	MANUAL_CURATION	Eruption	83	TRUE
Fatal outcomes	D017809	Fatal Outcome	CUI_MATCH	Fatal outcomes	83	TRUE
Lacrimation	D007766	Lacrimal Apparatus Diseases	MANUAL_CURATION	Lacrimation	83	TRUE
Myasthenia	D009157	Myasthenia Gravis	MANUAL_CURATION	Myasthenia	83	TRUE
Libido increased	D007989	Libido	LOOKUP_TRIMMED_UMLS_TERM	Libido increased	82	TRUE
Pelvic pain	D017699	Pelvic Pain	MM_CUI	Pelvic pain	82	TRUE
Platelet count decreased	D010976	Platelet Count	LOOKUP_TRIMMED_UMLS_TERM	Platelet count decreased	82	TRUE
Supraventricular tachycardia	D013617	Tachycardia, Supraventricular	CUI_MATCH	Supraventricular tachycardia	82	TRUE
Encephalopathy	D001927	Brain Diseases	LOOKUP_EXACT_UMLS_TERM	Encephalopathy	81	TRUE
Hypophosphataemia	D017674	Hypophosphatemia	UMLS_MEDDRA	Hypophosphataemia	81	TRUE
Psoriasis	D011565	Psoriasis	UMLS_MEDDRA	Psoriasis	81	TRUE
Hypertriglyceridaemia	D015228	Hypertriglyceridemia	UMLS_MEDDRA	Hypertriglyceridaemia	80	TRUE
Mucosal inflammation	D052016	Mucositis	TERM_MATCH	Mucosal inflammation	80	TRUE
Nephropathy toxic	D007674	Kidney Diseases	REVERSE SUBSTRING MATCH	Nephropathy toxic	80	TRUE
Systemic lupus erythematosus	D008180	Lupus Erythematosus, Systemic	UMLS_MEDDRA	Systemic lupus erythematosus	80	TRUE
Vulvovaginal mycotic infection	D003141	Communicable Diseases	REVERSE SUBSTRING MATCH	Vulvovaginal mycotic infection	80	TRUE
Blepharitis	D001762	Blepharitis	UMLS_MEDDRA	Blepharitis	79	TRUE
Cerebration impaired	D060825	Cognitive Dysfunction	MANUAL_CURATION	Cerebration impaired	79	TRUE
Drug eruption	D003875	Drug Eruptions	MM_CUI	Drug eruption	79	TRUE
Menstruation irregular	D008599	Menstruation Disturbances	LOOKUP_REARRANGED	Menstruation irregular	79	TRUE
Night sweats	D023341	Chills	MANUAL_CURATION	Night sweats	79	TRUE
Respiratory tract infection	D012141	Respiratory Tract Infections	CUI_MATCH	Respiratory tract infection	79	TRUE
Skin hyperpigmentation	D017495	Hyperpigmentation	UMLS_MEDDRA	Skin hyperpigmentation	79	TRUE
Fracture	D050723	Fractures, Bone	CUI_MATCH	Fracture	78	TRUE
Gingival bleeding	D005884	Gingival Hemorrhage	UMLS_MEDDRA	Gingival bleeding	78	TRUE
Multiple fractures	D050723	Fractures, Bone	CUI_MATCH	Multiple fractures	78	TRUE
Myoclonus	D009207	Myoclonus	UMLS_MEDDRA	Myoclonus	78	TRUE
Local reaction				Local reaction	77	TRUE
Lung disorder	D008171	Lung Diseases	CUI_MATCH	Lung disorder	77	TRUE
Micturition urgency	D014555	Urination Disorders	MANUAL_CURATION	Micturition urgency	77	TRUE
Generalised oedema	D004487	Edema	LOOKUP_EXACT_MEDDRA_TERM	Generalised oedema	76	TRUE
Loose stools	D003967	Diarrhea	MANUAL_CURATION	Loose stools	76	TRUE
Blindness	D001766	Blindness	UMLS_MEDDRA	Blindness	75	TRUE
Cholecystitis	D042101	Acalculous Cholecystitis	CUI_MATCH	Cholecystitis	75	TRUE
Enlargement abdomen	D015746	Abdominal Pain	MANUAL_CURATION	Enlargement abdomen	75	TRUE
Gastrointestinal symptom NOS	D005767	Gastrointestinal Diseases	MANUAL_CURATION	Gastrointestinal symptom NOS	75	TRUE
Hepatic necrosis	D009336	Necrosis	REVERSE SUBSTRING MATCH	Hepatic necrosis	75	TRUE
Hypernatraemia	D006955	Hypernatremia	MM_CUI	Hypernatraemia	75	TRUE
Tongue oedema	D004487	Edema	REVERSE SUBSTRING MATCH	Tongue oedema	75	TRUE
Visual acuity reduced				Visual acuity reduced	75	TRUE
Anorectal discomfort	D002637	Chest Pain	REVERSE SUBSTRING MATCH	Anorectal discomfort	74	TRUE
Vulvovaginal candidiasis	D002181	Candidiasis, Vulvovaginal	MM_CUI	Vulvovaginal candidiasis	74	TRUE
Embolism venous	D054556	Venous Thromboembolism	UMLS	Embolism venous	73	TRUE
Sexual dysfunction	D012735	Sexual Dysfunction, Physiological	FUZZY_MATCH	Sexual dysfunction	73	TRUE
Sleep disturbance				Sleep disturbance	73	TRUE
Foetor hepaticus	D008107	Liver Diseases	CUI_MATCH	Foetor hepaticus	72	TRUE
Gastric ulcer	D013276	Stomach Ulcer	CUI_MATCH	Gastric ulcer	72	TRUE
Lymphopenia	D008231	Lymphopenia	UMLS_MEDDRA	Lymphopenia	72	TRUE
Cerebral haemorrhage	D002543	Cerebral Hemorrhage	UMLS_MEDDRA	Cerebral haemorrhage	71	TRUE
Pregnancy	D011247	Pregnancy	MM_CUI	Pregnancy	71	TRUE
Urine analysis abnormal				Urine analysis abnormal	71	TRUE
Vaginal moniliasis				Vaginal moniliasis	71	TRUE
Accommodation disorder				Accommodation disorder	70	TRUE
Block heart	D006327	Heart Block	UMLS_MEDDRA	Block heart	70	TRUE
Creatine phosphokinase increased	D003402	Creatine Kinase	LOOKUP_TRIMMED_UMLS_TERM	Creatine phosphokinase increased	70	TRUE
Inappropriate antidiuretic hormone secretion	D007177	Inappropriate ADH Syndrome	CUI_MATCH	Inappropriate antidiuretic hormone secretion	70	TRUE
Suicide attempt	D013406	Suicide, Attempted	CUI_MATCH	Suicide attempt	70	TRUE
Throat irritation				Throat irritation	70	TRUE
Transient ischaemic attack	D002546	Ischemic Attack, Transient	MM_CUI	Transient ischaemic attack	70	TRUE
Akathisia	D011595	Psychomotor Agitation	LOOKUP_EXACT_UMLS_TERM	Akathisia	69	TRUE
Nuchal rigidity	D009127	Muscle Rigidity	LOOKUP_EXACT_UMLS_TERM	Nuchal rigidity	69	TRUE
Vesiculobullous rash	D005076	Exanthema	REVERSE SUBSTRING MATCH	Vesiculobullous rash	69	TRUE
Balance disorder				Balance disorder	68	TRUE
Completed suicide	D000081013	Suicide, Completed	CUI_MATCH	Completed suicide	68	TRUE
Extrapyramidal symptoms				Extrapyramidal symptoms	68	TRUE
Faecal incontinence	D005242	Fecal Incontinence	UMLS_MEDDRA	Faecal incontinence	68	TRUE
Ear disorder	D004427	Ear Diseases	UMLS_MEDDRA	Ear disorder	67	TRUE
Hostility	D006791	Hostility	TERM_MATCH	Hostility	67	TRUE
Lactic dehydrogenase activity increased				Lactic dehydrogenase activity increased	67	TRUE
Pseudomembranous colitis	D004761	Enterocolitis, Pseudomembranous	LOOKUP_EXACT_UMLS_TERM	Pseudomembranous colitis	67	TRUE
Renal pain	D010146	Pain	REVERSE SUBSTRING MATCH	Renal pain	67	TRUE
Blood glucose increased	D001786	Blood Glucose	LOOKUP_TRIMMED_UMLS_TERM	Blood glucose increased	66	TRUE
Body temperature decreased	D007035	Hypothermia	UMLS_MEDDRA	Body temperature decreased	66	TRUE
Hypothermia	D007035	Hypothermia	UMLS	Hypothermia	66	TRUE
Priapism	D011317	Priapism	TERM_MATCH	Priapism	66	TRUE
White blood cell count decreased	D007958	Leukocyte Count	LOOKUP_TRIMMED_UMLS_TERM	White blood cell count decreased	66	TRUE
Bundle branch block	D002037	Bundle-Branch Block	UMLS_MEDDRA	Bundle branch block	65	TRUE
Hypotonia	D009126	Muscle Relaxation	CUI_MATCH	Hypotonia	65	TRUE
Joint swelling	D004487	Edema	REVERSE SUBSTRING MATCH	Joint swelling	65	TRUE
Sinus congestion				Sinus congestion	65	TRUE
Urine abnormality				Urine abnormality	65	TRUE
Acidosis	D000138	Acidosis	UMLS_MEDDRA	Acidosis	64	TRUE
Azotaemia	D053099	Azotemia	MM_CUI	Azotaemia	64	TRUE
Myositis	D009220	Myositis	UMLS_MEDDRA	Myositis	64	TRUE
Pneumothorax	D011030	Pneumothorax	UMLS_MEDDRA	Pneumothorax	64	TRUE
Trauma	D014947	Wounds and Injuries	UMLS_MEDDRA	Trauma	64	TRUE
Amylase increased	D000681	Amylases	LOOKUP_TRIMMED_UMLS_TERM	Amylase increased	63	TRUE
Appetite absent	D001066	Appetite	REVERSE SUBSTRING MATCH	Appetite absent	63	TRUE
Impaired healing				Impaired healing	63	TRUE
Intraocular pressure increased	D007429	Intraocular Pressure	LOOKUP_TRIMMED_UMLS_TERM	Intraocular pressure increased	63	TRUE
Leukoderma	D017496	Hypopigmentation	CUI_MATCH	Leukoderma	63	TRUE
Neck stiffness	D059289	Vascular Stiffness	REVERSE SUBSTRING MATCH	Neck stiffness	63	TRUE
Nephrotic syndrome	D009404	Nephrotic Syndrome	UMLS_MEDDRA	Nephrotic syndrome	63	TRUE
Bursitis	D002062	Bursitis	UMLS_MEDDRA	Bursitis	62	TRUE
Cardiomyopathy	D009202	Cardiomyopathies	UMLS_MEDDRA	Cardiomyopathy	62	TRUE
Kidney function abnormal				Kidney function abnormal	62	TRUE
Lung infiltration				Lung infiltration	62	TRUE
Muscle rigidity	D009127	Muscle Rigidity	MM_CUI	Muscle rigidity	62	TRUE
Neuroleptic malignant syndrome	D009459	Neuroleptic Malignant Syndrome	MM_CUI	Neuroleptic malignant syndrome	62	TRUE
Proctalgia				Proctalgia	62	TRUE
Abdominal bloating	D015746	Abdominal Pain	MANUAL_CURATION	Abdominal bloating	61	TRUE
Anorectal disorder	D012002	Rectal Diseases	LOOKUP_EXACT_UMLS_TERM	Anorectal disorder	61	TRUE
Application site pain	D010146	Pain	LOOKUP_TRIMMED_UMLS_TERM	Application site pain	61	TRUE
Epigastric discomfort	D002637	Chest Pain	REVERSE SUBSTRING MATCH	Epigastric discomfort	61	TRUE
Eye haemorrhage	D005130	Eye Hemorrhage	MM_CUI	Eye haemorrhage	61	TRUE
Eyelid oedema	D004487	Edema	REVERSE SUBSTRING MATCH	Eyelid oedema	61	TRUE
Furuncle				Furuncle	61	TRUE
Muscle relaxant therapy	D009123	Muscle Hypotonia	CUI_MATCH	Muscle relaxant therapy	61	TRUE
Nephropathy	D007674	Kidney Diseases	UMLS_MEDDRA	Nephropathy	61	TRUE
Peripheral vascular disorder	D016491	Peripheral Vascular Diseases	UMLS_MEDDRA	Peripheral vascular disorder	61	TRUE
Pulmonary fibrosis	D011658	Pulmonary Fibrosis	UMLS_MEDDRA	Pulmonary fibrosis	61	TRUE
Serum sickness	D012713	Serum Sickness	UMLS_MEDDRA	Serum sickness	61	TRUE
Sinus bradycardia	D001919	Bradycardia	REVERSE SUBSTRING MATCH	Sinus bradycardia	61	TRUE
Sudden death	D003645	Death, Sudden	UMLS_MEDDRA	Sudden death	61	TRUE
Tongue discolouration	C538420	Black hairy tongue	LOOKUP_EXACT_MEDDRA_TERM	Tongue discolouration	61	TRUE
Cerebral ischaemia	D002545	Brain Ischemia	MANUAL_CURATION	Cerebral ischaemia	60	TRUE
Chest tightness				Chest tightness	60	TRUE
Cognitive disorder	D003072	Cognition Disorders	UMLS_MEDDRA	Cognitive disorder	60	TRUE
Leukorrhea	D007973	Leukorrhea	TERM_MATCH	Leukorrhea	60	TRUE
Pancreatitis acute	D010195	Pancreatitis	LOOKUP_REARRANGED	Pancreatitis acute	60	TRUE
Prurigo	D011536	Prurigo	MM_CUI	Prurigo	60	TRUE
Raised liver function tests	D008111	Liver Function Tests	REVERSE SUBSTRING MATCH	Raised liver function tests	60	TRUE
Endophthalmitis	D009877	Endophthalmitis	MM_CUI	Endophthalmitis	59	TRUE
Induration			FUZZY_MATCH	Induration	59	TRUE
Intracranial pressure increased	D019586	Intracranial Hypertension	MM_CUI	Intracranial pressure increased	59	TRUE
Paraesthesia oral	D010292	Paresthesia	MANUAL_CURATION	Paraesthesia oral	59	TRUE
Pericarditis	D010493	Pericarditis	MM_CUI	Pericarditis	59	TRUE
Ache	D010146	Pain	MANUAL_CURATION	Ache	58	TRUE
Altered state of consciousness	D003244	Consciousness Disorders	LOOKUP_EXACT_MEDDRA_TERM	Altered state of consciousness	58	TRUE
Hyperreflexia	D012021	Reflex, Abnormal	LOOKUP_EXACT_UMLS_TERM	Hyperreflexia	58	TRUE
Interstitial pneumonia	D017563	Lung Diseases, Interstitial	LOOKUP_EXACT_UMLS_TERM	Interstitial pneumonia	58	TRUE
Myelosuppression				Myelosuppression	58	TRUE
Suicide	D013405	Suicide	MM_CUI	Suicide	58	TRUE
Aphthous stomatitis	D013281	Stomatitis, Aphthous	CUI_MATCH	Aphthous stomatitis	57	TRUE
